"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Azerbaijan","AZE","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11476021974.7933","11395689825.553","8820263880.00414","6782782963.54085","5446574718.43424","4803878852.67467","4866329287.35579","5148576411.51719","5663434066.99181","6082528220.89188","6757688808.00728","7426700000","8127700000","8957400000","9786300000","12522700000","16838800000","21126500000","23364100000","25553200000","26776900000","26355700000","26936300000","28510100000","29307610000","29615560000","28708080000","28627120000","29031585000",
"Burundi","BDI","GDP (constant LCU)","NY.GDP.MKTP.KN","443030508804.693","382130936730.761","416764067043.623","433998959195.101","461223878404.278","479521670221.598","501641970803.367","570976509113.557","569275663314.85","560966850790.509","680596794310.361","699291622465.131","654509232253.597","699598705216.757","694513745051.187","699360897020.885","754908762069.734","841492668062.422","833577790076.013","847456484756.194","855855250766.371","959955283399.51","949841196259.58","985130902599.946","986663214658.549","1102923519042.6","1138770523728.51","1201438160222.35","1261882806833.07","1278911943450.26","1323671586798.71","1389813291100","1403850382700","1316250118800","1265837739300","1165583390300","1072336719100","1055286565300","1105412677100","1094248009100","1084871791200","1107174662600","1156405398900","1142254142700","1197466798800","1208244000000","1273656000000","1317622000000","1381681000000","1434361000000","1507860000000","1568666000000","1638420000000","1719099000000","1792000000000","1722111944700","1711778928600","1720337994400","1747863000000",
"Belgium","BEL","GDP (constant LCU)","NY.GDP.MKTP.KN","91182900328.8081","95722370868.4648","100711424197.272","105093966702.487","112405022639.846","116407383138.969","120081077901.82","124725990450.485","129957160165.978","138573059704.632","146321817900","152153952900","160211424400","170435640200","178216467000","174712835400","184588908000","185744720300","191023393200","195495390300","204183311100","203613060600","204824531700","205463262100","210530772400","214008304600","217909166900","222935589300","233465302900","241564603700","249143457500","253710442200","257593873200","255116147100","263348672400","269628898800","273925157700","284088930500","289700464300","300023466700","310925226800","313448551900","319029489400","321500074800","333186130300","340163933000","348688918200","360715116700","363540086700","355348904900","365100500000","371666125000","372538717900","373286260900","377969797700","384544886400","390130601700","396896986500","402603709000",
"Benin","BEN","GDP (constant LCU)","NY.GDP.MKTP.KN","569258741300","587140754900","567022906400","593843248500","633338332500","666866395100","690712622000","698161257700","724986956500","745848441500","761494533700","750096165000","798300101500","827886423000","855532135000","813650881600","820846454700","861754681700","872570375400","929599371100","992642605400","1091452545000","1115847233500","1067332173800","1151969902800","1238716978500","1265611278100","1246627071600","1289077781300","1252285432500","1364692255500","1422361412900","1464430750400","1549897449100","1581211584100","1676798965400","1749308515300","1849625907400","1922889814100","2025600000000","2144300000000","2258600000000","2363500000000","2444900000000","2553200000000","2596900000000","2699400000000","2861000000000","3000900000000","3070800000000","3135600000000","3228500000000","3384000000000","3627300000000","3857700000000","3938550000000","4094707990000","4333749807300","4630958467500",
"Burkina Faso","BFA","GDP (constant LCU)","NY.GDP.MKTP.KN","431966748700","449435172900","476980150300","470931963900","481682489300","499815645200","502502719500","546840117200","563632341000","575051989000","575724912600","583861862400","597357822000","600041914400","649763946500","669246357500","726365831200","729055952900","762649575400","790597795800","796897902600","830808326100","910251851800","913401184300","897154547700","973568475100","1051019378700","1048535433200","1109304279000","1133157285900","1126325157900","1228482674700","1231341486100","1273962954800","1290715660300","1364497793000","1514793730000","1610480746500","1728170164200","1856126976000","1889912976800","2014900473200","2102609177900","2266663995300","2368175960900","2573304085200","2734216871000","2888836975000","3099563134700","3191372640200","3362857000000","3585709000000","3817084000000","4038192000000","4212918000000","4376992116100","4636728741800","4928939841100","5249804116700",
"Bangladesh","BGD","GDP (constant LCU)","NY.GDP.MKTP.KN","940700018400","997689138400","1052093436100","1047297002200","1162005228300","1180670032900","1210975613000","1188259358400","1301018683800","1316902273300","1390910235900","1314695545600","1130983556800","1168596453000","1280687714100","1228330458500","1297870682500","1332563493300","1426826872500","1495337885300","1507586824000","1616644806000","1651149306100","1715231176800","1797619047700","1857695739700","1935224489700","2008228934200","2056752903500","2115094388800","2234010455700","2311870809500","2437698668000","2552552345400","2651849859100","2787658459800","2913742000000","3044566000000","3202184000000","3351731000000","3529148000000","3708333000000","3850478000000","4032974000000","4244283000000","4521687000000","4823369660200","5163832000000","5474374000000","5750563000000","6070973000000","6463424000000","6884932000000","7298964984400","7741359584700","8248624000000","8835389000000","9478975000000","10224374000000",
"Bulgaria","BGR","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","42206209900","44274382500","45307997000","46862199900","48453848100","49754078400","51847532000","54986648000","61004767300","58997782400","53618732100","49090439700","45520392500","44846592900","45661909000","46967926100","47298900000","46783900000","49754200000","45570800000","47742600000","49542600000","52484200000","55190400000","58742100000","62926600000","67252400000","72191700000","76539000000","73794200000","74771300000","76203100000","76226700000","76603200000","78010800000","80718700000","83896400000","87093900000","89777400000",
"Bahrain","BHR","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","2866710100","2714295800","2509197700","2669193600","2802750600","2669388200","2700966900","2981840700","3190569300","3202183200","3344296000","3719860400","3968719000","4479493400","4468294600","4643898200","4834762700","4984301900","5223050100","5447641200","5736365900","5879260700","6091745900","6458709700","6909588800","7377294700","7854500000","8505830000","9037030000","9266550000","9668200000","9860000000","10228000000","10782000000","11251000000","11573000000","11974690000","12430150000","12651120000",
"Bahamas, The","BHS","GDP (constant LCU)","NY.GDP.MKTP.KN","1988791845.05806","2200938208.83405","2430979651.75301","2686817292.30119","2968975215.8427","3278508591.67764","3575932553.91464","3919154632.2381","4249216569.0649","4630866863.5125","4369239116.0179","4440305172.14393","4285012783.80729","4609284075.33599","3837034062.6384","3269033063.69234","3438538474.83109","3753334238.37447","4285539022.57814","5405748743.00392","5756867363.82431","5225715460.9261","5575780796.67727","5776344523.97784","6594918891.53274","6913399403.17541","7037633206.17438","7247672730.63609","7415072782.9277","7913909183.89466","7787583480.84065","7461923500","7176461500","7198551100","7425227400","7750359700","8077698500","8244280000","8633120000","9249880000","9633680000","9886630000","10154020000","10025600000","10114110000","10457520000","10720720000","10875800000","10623050000","10179510000","10336150000","10399500000","10720500000","10676500000","10660700000","10772100000","10590100000","10742300000","",
"Bosnia and Herzegovina","BIH","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4073479700","4920763500","9298159800","12495757400","14445095100","15831824200","16702574600","17437487800","18361674700","19096141700","20261000000","22035713000","23229447000","24589667000","25924081000","25145645000","25364953000","25608191000","25397761000","25994871000","26293302000","27105298000","27957938000","28842404000","29726751000",
"Belarus","BLR","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40428489482.7315","39943349400","36108787300","33364518800","29460868800","26396938300","27136053800","30229565400","32768846300","33882986800","35848201200","37542138400","39436239700","42213810000","47047182800","51469618700","56616577900","61485607300","67757138900","67892650000","73187100000","77123620000","78424800000","79211770000","80579270000","77493430000","75535600000","77448300000","79810400000",
"Belize","BLZ","GDP (constant LCU)","NY.GDP.MKTP.KN","173064600","181531400","190413100","199850800","209843100","220189500","230694400","242028700","259859500","273128900","286260100","297594400","328003500","345557900","392415500","406514300","406376000","432776600","467056000","502164700","569638972.667967","576097373.135425","575476856.185884","563143351.474763","574248904.551699","580063254.613053","606394976.382177","671493321.341893","737217149.989933","833123359.244396","928460903.834268","1034900000","1159703200","1232482600","1234434400","1242387100","1260131000","1304798500","1353606400","1472439500","1664144900","1747611500","1837087200","2008449800","2101804300","2155989000","2254767800","2279696200","2353304300","2369090300","2449247800","2502215400","2575725800","2597669300","2693584900","2786027400","2769644900","2809452700","2895131000",
"Bermuda","BMU","GDP (constant LCU)","NY.GDP.MKTP.KN","1128047260.2421","1180839872.0214","1233623414.3008","1246823184.8338","1385345240.6688","1451287674.1247","1659745358.2262","1880077214.2069","1919657787.1376","1985625408.6887","2110963889.6359","2183528273.3421","2223108846.2728","2256092657.0483","2275882943.5137","2361640851.5301","2572737240.4937","2724462770.0613","2764043342.992","2823414202.388","3047704115.6618","3120268499.368","2955349445.4902","3014720304.8862","3029233181.6275","2968542969.8004","3166445834.4538","3285187553.2458","3418442148.7791","3433614701.7358","3434274377.9514","3312893954.2973","3310914925.6508","3410526034.193","3430975996.8738","3581909703.8864","3675056407.7093","3844109002.464","3994029253.5601","4129133232.7429","4513851000","4839861000","4768338000","4930972000","5045433000","5129904000","5414299000","5568384000","5653463000","5354724000","5242590000","5067514000","4822523000","4701422000","","","","","",
"Bolivia","BOL","GDP (constant LCU)","NY.GDP.MKTP.KN","6097257474.30726","6224647226.91872","6571915182.66776","7018649383.18545","7296349021.3451","7654850895.35722","8203748842.35505","8721997665.40884","9465935492.05056","9889450659.27731","10406770720.9995","10933700534.5762","11804841507.8815","12482340429.5544","12849267291.4938","13788679500.9516","14424967421.8925","15142063660.5339","15452883979.308","15473489479.674","15261228000","15303291000","14700534000","14106321000","14078013000","13842011000","13485735000","13817953000","14219987000","14758943000","15443136000","16256453000","16524115000","17229578000","18033729000","18877396000","19700704000","20676718000","21716623000","21809329000","22356265000","22732700000","23297736000","23929417000","24928062000","26030240000","27278913000","28524027000","30277826000","31294253000","32585679000","34281469000","36037460000","38486570000","40588155000","42559598000","44374305000","46235900000","48188731000",
"Brazil","BRA","GDP (constant LCU)","NY.GDP.MKTP.KN","433927533954.824","478517543553.781","503477302961.527","507881080939.528","525583694023.528","541632328491.636","564112021262.606","591839625812.339","659470811109.987","723675747669.159","787141730605.365","876050072657.491","981638655526.22","1118858896310","1220027463848.95","1283579620455.64","1409247330047.37","1474161744337.44","1521802370408.23","1624771855399.15","1772804171757.01","1694918552029.04","1704753241560.85","1646624676787.14","1733387688146.47","1871120277415.79","2020590886942.69","2093324671912.73","2091175398567.48","2159754635411.37","2092751359001.28","2124392446100","2114473377100","2213117133400","2331177011100","2434138837100","2487873316700","2572332784100","2581029787300","2593107395300","2706891636800","2744514626300","2828317333600","2860583597900","3025352201600","3122227953800","3245930273200","3442954040800","3618344848800","3613792536800","3885847000000","4040287000000","4117908023600","4241643857400","4263019865100","4111863267300","3975947505600","4018246070800","4063153152300",
"Barbados","BRB","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","640206931.702345","628043000","655427000","679299000","712428000","768660000","802274000","786800000","748000000","751800000","778500000","786900000","827000000","848200000","877500000","909100000","879100000","844700000","785700000","795300000","825400000","842100000","875500000","917000000","951300000","954400000","996900000","973200000","981000000","1002200000","1016300000","1056700000","1116600000","1136300000","1137700000","1092500000","1095400000","1102600000","1105700000","1105800000","1106000000","1116000000","1138400000","1149784000","",
"Brunei Darussalam","BRN","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","9648512900","9682809800","11634418300","12904512500","13778900900","16887755600","15706169500","12592151900","13090379900","13156023700","13234943600","13037643800","12683610500","12938440700","13080422900","12939915800","13080885900","13492402900","14134449800","14177499500","14623438200","15278379200","15718139500","15486898700","15400403000","15870447500","16322663500","16770564000","17419936500","17925803700","18016206800","18086020900","18881393400","18910580600","18543769300","18216557900","18690000000","19390000000","19567000000","19151000000","18701000000","18595000000","18136537500","18377527000","18387147023.9077",
"Bhutan","BTN","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","4732845300","5391076600","5575124800","6205711200","6483857700","6756943200","7549571600","9716016700","10200582600","10958753800","12150675500","12101115800","12657875000","12909306800","13548511600","14506949200","15314286000","16137251000","17091613000","18456202600","19735775600","21354854000","23645768700","25458059400","26959170500","28879353500","30857406100","36388850700","38124000000","40662000000","45432000000","49017000000","51503000000","52606450000","55628930000","59325230000","64084360000","67050890000","68586790000",
"Botswana","BWA","GDP (constant LCU)","NY.GDP.MKTP.KN","1092982800","1162313800","1239801400","1313210600","1402933100","1484499000","1578675900","1672205500","1848908400","2128526300","2492935700","3136639300","3963518300","4807873900","5230860800","5672672400","6276663200","7030618500","8038303100","9014843500","10095443900","11010581500","12350077300","13973708500","15167815500","16248563500","17576546300","19664978900","23489811300","26557441100","28356129300","30471130500","31359994800","31960885900","33120400000","35448900000","37515500000","40638999600","40819300000","44765400000","45655200000","45769600000","48547600000","50793360900","52167738700","54544837700","59106897600","63999035900","67996055600","62792786500","68170129500","72293274600","75514783800","84080746100","87569500000","86082600000","89787400000","92398000000","96513000000",
"Central African Republic","CAF","GDP (constant LCU)","NY.GDP.MKTP.KN","376780000000","395444000000","380758000000","378066000000","385931000000","389588000000","392100000000","410437000000","416200000000","445715000000","456113000000","461268000000","461264000000","469977000000","499769000000","501793000000","529053000000","549190000000","555831000000","542129000000","517849000000","509851000000","549190000000","504560000000","552401000000","574095000000","594636000000","565267000000","574934000000","586302000000","573711000000","570541000000","533889000000","535679000000","561927000000","602386000000","578290000000","608939000000","637560000000","660512000000","644069000000","672825000000","697158000000","659529000000","699067000000","705416000000","739072000000","773125000000","789006000000","856760000000","896435000000","934037000000","981241000000","627627000000","628363000000","657034000000","689927000000","720679000000","751960864622.621",
"Canada","CAN","GDP (constant LCU)","NY.GDP.MKTP.KN","325890350909.666","336199213278.014","360125769183.699","378786680157.364","404163329711.453","430985811522.628","459366078122.656","472758024990.155","497792178600.648","523976051306.535","544719109725.903","566345824298.126","597549687939.423","638396644480.569","659338116515.787","668972608072.455","708299033253.88","732651426863.784","759638707089.56","787830179355.07","804812153430.851","832800059875.393","806247626697.409","827221592828.901","876104141540.56","917610536589.166","937280917015.792","975449980025.442","1018470216367.04","1042071423509.31","1043775450689.52","1022004424260.09","1031207891521.59","1058646265943.15","1106229052002.14","1136008910834.45","1154399598309.3","1203803007900","1250527441400","1315085518700","1383240948500","1407741992000","1450114959100","1476242897900","1521802665800","1570518610600","1611722127100","1644962469400","1661429521000","1612426477000","1662131000000","1714354339700","1744422236200","1784890778700","1835920742900","1848300459300","1868640478700","1924420020200","1960571961628.61",
"Central Europe and the Baltics","CEB","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","319604210500","332629496500","343275332500","353744912900","358891575300","332752875400","328082103100","336066480000","337441273400","345848663700","361764540900","367557606300","362744742900","365062970000","376045730400","389860131000","397106199200","403402231300","416624127700","434667260600","450639655200","446512622600","446317349200","445755062800","451415072000","453585775600","456035264000","466707172700","480661212400","488807073300","508050544800","514718320400","515555318800","515759357900","530077990400","546591221300","568392745800","591764361000","604515118700","591082145200","608830563500","619136899000","625365565400","636947584300","652547819800","661248690700","671836760500","682698292700","700041742500",
"Channel Islands","CHI","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4951915531.3351","5138615803.8147","5438024523.1608","5355749318.8011","5268332425.0681","5099632152.5886","5111065395.0954","5181482288.8283","5434457765.6676","5755000000","","","","","","","","","","","",
"Chile","CHL","GDP (constant LCU)","NY.GDP.MKTP.KN","15939140246800","16775191489000","17450675713200","18469819629700","18942133651400","19122135539400","21270745050800","22039895161000","22831571132900","23730674586500","24164700786700","26441664715900","26171973539700","24855719991000","25447820358800","22161972078500","23011348276400","25414811434600","27372032394200","29676293479900","32046426495000","34137574512700","30377557915500","28853388089700","30037439741400","31241915904200","32922010017100","35048926113200","37623308449400","41356813405400","42735469857700","46070713528100","51215295458700","54589760562600","57335733594300","62457704315200","66706649847400","71661546292600","74760606830700","74452521235500","78418561193200","81008763371200","83525681777700","86942757248200","93210929856500","98563875555800","104790329385300","109930635090000","113810670442900","112030399045500","118577654190900","125823838388000","132515940287700","137876215768100","140312129724200","143544594316500","145942564431100","147809437403400","153758254308800",
"China","CHN","GDP (constant LCU)","NY.GDP.MKTP.KN","989594390034.738","719731999833.215","679570954313.516","749566762575.704","885837999968.507","1035987540985.28","1146320214143.45","1080177537738.94","1035890258776.53","1211370068572.97","1445164491762.2","1547193104929.05","1606141162199.84","1730777716412.96","1770758681670.6","1925168838720.69","1894943687899.82","2038390925058.14","2265348722013.08","2437515224886.07","2627804517535.17","2763725440855.95","3010648451555.38","3336858667525.26","3842031432534.18","4358530941153.16","4748170921339.41","5303181358232.61","5898968072122.05","6145891082821.48","6386018047354.86","6979539412522.29","7971762152764.02","9077252329106.4","10262029710719.2","11385642676837.7","12516051689122.3","13671379537348.9","14742889482861.1","15873298495145.6","17221180984743.4","18657412074499.7","20360954313453.5","22404298860709.3","24669647582722.4","27480945346740.6","30976378424806.8","35384747037844.3","38800892910640","42448104353081","46962944356053.1","51448334825639","55491982294432.3","59802940912423.2","64168267899742.4","68599290000000","73220601392906.7","78168123001783.2","83327219119900.9",
"Cote d'Ivoire","CIV","GDP (constant LCU)","NY.GDP.MKTP.KN","2015909308800","2216140612800","2243332536000","2568399403700","3020773846500","2926838223500","3265688812100","3415850140500","3844479509300","4211212820300","4648127491400","5087684066300","5303230162000","5618199477100","5861320365800","6345048475300","7164600154000","7688651905900","8527441821700","8731623525200","7774838652900","8046996795000","8063156963200","7748674454400","7539362499700","7878726031800","8135521191600","8107130426600","8199266663800","8440981450500","8348476024800","8351892652700","8331467212900","8315430379900","8382885707000","8980228743000","9674340025800","10036504086000","10531371948300","10701719779700","10480365401700","10493085621900","10318098504500","10177820246700","10303187872200","10480531222200","10639399554400","10827188870100","11102507119400","11463500000000","11694792000000","11181711678000","12378882097600","13479293079700","14664672544800","15961449000000","17233856000000","18561223000000","19940892000000",
"Cameroon","CMR","GDP (constant LCU)","NY.GDP.MKTP.KN","2127801818517.41","2152988200354.36","2218472607829.38","2301500061518.18","2383137944098.37","2431421598942.1","2543630626685.17","2266067984323.76","2409879997395.31","2527999771987.84","2606167249942.81","2696854255454.46","2768963912070.07","2917260780057.21","3230407202979.52","3593668391616.86","3396191339977.22","3862823666766.66","4712760948332.05","4997181669064.04","4898972474045.27","5735848375240.35","6166966360269.85","6590441491298.84","7083048821471.09","7654166499243.9","8172480866193.03","7997046288359.84","7371386817883.02","7237292408221.49","6795405216012.59","6536595455600","6333960786600","5831546800200","5955405089600","6162045267800","6430777393200","6767191982700","7071870674600","7375396562300","7637472013000","7971083224500","8308834256000","8688314940000","9277465746600","9464932000000","9792198000000","10272231300000","10630609000000","10864340383900","11236173263700","11700146000000","12231714640000","12892749000000","13651366000000","14422868000000","15093312358100","15628987192900","16232250000000",
"Congo, Dem. Rep.","COD","GDP (constant LCU)","NY.GDP.MKTP.KN","5454963722000","4863025093300","5894020333400","6201333972100","6050007559200","6110347236600","6524352915500","6460039846400","6739933893600","7368691370000","7350633907300","7792040801500","7803817342400","8438835489300","8703020481500","8269468114800","7830441880500","7890015381300","7468271057600","7500391214800","7665018270900","7845186370700","7809280709300","7919524613100","8358351334100","8397455960300","8793581563500","9028866364800","9071336467100","8956488754100","8368198745400","7663508419500","6858839379100","5935018836800","5703553291900","5743478098200","5684712401600","5365399457000","5278257104700","5052868092900","4703668051600","4604882884000","4740624018400","5005047602600","5342306425600","5670065000000","5971768000000","6345569490109.73","6740637937337.22","6933087465110.11","7425889698138.96","7936395175518.62","8498839481620.17","9219707360973.9","10092840209813.4","10790879994126","11049794113196.4","11461614155588.3","12121566189356.2",
"Congo, Rep.","COG","GDP (constant LCU)","NY.GDP.MKTP.KN","170696300700","184950682300","194572387900","186732481900","193859680300","200986868900","203718245200","208029477500","223904885600","240806402300","256118005600","275974926400","299757206000","324430788000","350013845300","377075504700","380530597600","346460064600","368494048200","404655197300","476022638000","559896505700","692019203200","732529750200","783631985600","774340767900","721209171400","722574973100","735337550600","754455418900","762000000000","780252700000","800632495200","792788833100","749240342000","779100000000","812527141800","807450373500","837629257300","816000000000","877820000000","911200000000","952950000000","960700000000","994100000000","1071200000000","1138000000000","1119994305100","1182403000000","1270716000000","1381924000000","1429195000000","1483504000000","1534547000000","1638588000000","1681953000000","1634858000000","1584177402000","1600424000000",
