datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
4823,13,3,15,15-Mar-0013 00:00:00,278.605650766343,279.858594420905,277.352707111782
4854,13,4,15,15-Apr-0013 00:00:00,278.842753227112,280.389746891672,277.295759562553
4884,13,5,15,15-May-0013 00:00:00,278.783500658946,280.290550485623,277.27645083227
4915,13,6,15,15-Jun-0013 00:00:00,278.048214165625,278.773616740262,277.322811590988
4945,13,7,15,15-Jul-0013 00:00:00,276.405886349395,275.489793955785,277.321978743005
4976,13,8,15,15-Aug-0013 00:00:00,274.800646385715,272.426594192033,277.174698579397
5007,13,9,15,15-Sep-0013 00:00:00,274.75814377838,272.52170652121,276.99458103555
5037,13,10,15,15-Oct-0013 00:00:00,275.792082335435,274.627962142372,276.956202528498
5068,13,11,15,15-Nov-0013 00:00:00,276.793462453132,276.504032703972,277.082892202293
5098,13,12,15,15-Dec-0013 00:00:00,277.427357747275,277.74353963611,277.111175858439
5129,14,1,15,15-Jan-0014 00:00:00,277.884315231446,278.563535174775,277.205095288117
5160,14,2,15,15-Feb-0014 00:00:00,278.263848201481,279.216188435567,277.311507967394
5188,14,3,15,15-Mar-0014 00:00:00,278.602388556696,279.855332211258,277.349444902135
5219,14,4,15,15-Apr-0014 00:00:00,278.839804916686,280.386798581246,277.292811252127
5249,14,5,15,15-May-0014 00:00:00,278.781153031902,280.288202858579,277.274103205226
5280,14,6,15,15-Jun-0014 00:00:00,278.046707440563,278.7721100152,277.321304865926
5310,14,7,15,15-Jul-0014 00:00:00,276.405414179351,275.489321785741,277.321506572961
5341,14,8,15,15-Aug-0014 00:00:00,274.801355858163,272.427303664481,277.175408051845
5372,14,9,15,15-Sep-0014 00:00:00,274.760135415231,272.523698158061,276.996572672401
5402,14,10,15,15-Oct-0014 00:00:00,275.795410093037,274.631289899974,276.9595302861
5433,14,11,15,15-Nov-0014 00:00:00,276.79813372227,276.50870397311,277.087563471431
5463,14,12,15,15-Dec-0014 00:00:00,277.433333353173,277.749515242009,277.117151464337
5494,15,1,15,15-Jan-0015 00:00:00,277.891509433763,278.570729377092,277.212289490434
5525,15,2,15,15-Feb-0015 00:00:00,278.272128694314,279.2244689284,277.319788460227
5553,15,3,15,15-Mar-0015 00:00:00,278.611577666565,279.864521321127,277.358634012004
5584,15,4,15,15-Apr-0015 00:00:00,278.849707565104,280.396701229664,277.302713900545
5614,15,5,15,15-May-0015 00:00:00,278.791585230095,280.298635056772,277.284535403419
5645,15,6,15,15-Jun-0015 00:00:00,278.057497597968,278.782900172605,277.332095023331
5675,15,7,15,15-Jul-0015 00:00:00,276.416403103617,275.500310710007,277.332495497227
5706,15,8,15,15-Aug-0015 00:00:00,274.812396755149,272.438344561467,277.186448948831
5737,15,9,15,15-Sep-0015 00:00:00,274.771093889006,272.534656631836,277.007531146176
5767,15,10,15,15-Oct-0015 00:00:00,275.806164145885,274.642043952822,276.970284338948
5798,15,11,15,15-Nov-0015 00:00:00,276.808573754683,276.519144005523,277.098003503844
5828,15,12,15,15-Dec-0015 00:00:00,277.443362163854,277.75954405269,277.127180275018
5859,16,1,15,15-Jan-0016 00:00:00,277.901042219627,278.580262162956,277.221822276298
5890,16,2,15,15-Feb-0016 00:00:00,278.281093050488,279.233433284574,277.328752816402
5919,16,3,15,15-Mar-0016 00:00:00,278.619913536468,279.87285719103,277.366969881907
5950,16,4,15,15-Apr-0016 00:00:00,278.857368644747,280.404362309307,277.310374980187
5980,16,5,15,15-May-0016 00:00:00,278.798543228993,280.30559305567,277.291493402317
6011,16,6,15,15-Jun-0016 00:00:00,278.063742818868,278.789145393505,277.338340244231
6041,16,7,15,15-Jul-0016 00:00:00,276.421944442499,275.505852048889,277.338036836109
6072,16,8,15,15-Aug-0016 00:00:00,274.817261701226,272.443209507544,277.191313894908
6103,16,9,15,15-Sep-0016 00:00:00,274.775328524724,272.538891267554,277.011765781894
6133,16,10,15,15-Oct-0016 00:00:00,275.809833146921,274.645712953858,276.973953339984
6164,16,11,15,15-Nov-0016 00:00:00,276.811760389949,276.522330640789,277.10119013911
6194,16,12,15,15-Dec-0016 00:00:00,277.446168295493,277.762350184328,277.129986406657
6225,17,1,15,15-Jan-0017 00:00:00,277.903588303016,278.582808246345,277.224368359687
6256,17,2,15,15-Feb-0017 00:00:00,278.283518134236,279.235858368322,277.331177900149
6284,17,3,15,15-Mar-0017 00:00:00,278.622375113737,279.875318768299,277.369431459176
6315,17,4,15,15-Apr-0017 00:00:00,278.860027024889,280.407020689449,277.31303336033
6345,17,5,15,15-May-0017 00:00:00,278.801531582471,280.308581409148,277.294481755795
6376,17,6,15,15-Jun-0017 00:00:00,278.067163727932,278.792566302569,277.341761153295
6406,17,7,15,15-Jul-0017 00:00:00,276.425869901187,275.509777507577,277.341962294797
6437,17,8,15,15-Aug-0017 00:00:00,274.821733115363,272.447680921681,277.195785309045
6468,17,9,15,15-Sep-0017 00:00:00,274.780356711921,272.543919454751,277.016793969091
6498,17,10,15,15-Oct-0017 00:00:00,275.815398336579,274.651278143516,276.979518529642
6529,17,11,15,15-Nov-0017 00:00:00,276.817812223253,276.528382474093,277.107241972414
6559,17,12,15,15-Dec-0017 00:00:00,277.452625825417,277.768807714252,277.136443936581
6590,18,1,15,15-Jan-0018 00:00:00,277.910339994322,278.589559937651,277.231120050993
6621,18,2,15,15-Feb-0018 00:00:00,278.290421863471,279.242762097557,277.338081629384
6649,18,3,15,15-Mar-0018 00:00:00,278.629258228912,279.882201883474,277.376314574351
6680,18,4,15,15-Apr-0018 00:00:00,278.866702346531,280.413696011091,277.319708681972
6710,18,5,15,15-May-0018 00:00:00,278.807836408234,280.314886234911,277.300786581558
6741,18,6,15,15-Jun-0018 00:00:00,278.072965776509,278.798368351146,277.347563201872
6771,18,7,15,15-Jul-0018 00:00:00,276.43106731231,275.5149749187,277.34715970592
6802,18,8,15,15-Aug-0018 00:00:00,274.826254449803,272.452202256121,277.200306643485
6833,18,9,15,15-Sep-0018 00:00:00,274.784160951491,272.547723694321,277.020598208661
6863,18,10,15,15-Oct-0018 00:00:00,275.818474884126,274.654354691063,276.982595077189
6894,18,11,15,15-Nov-0018 00:00:00,276.820180902667,276.530751153507,277.109610651828
6924,18,12,15,15-Dec-0018 00:00:00,277.454336881627,277.770518770463,277.138154992791
6955,19,1,15,15-Jan-0019 00:00:00,277.911474093294,278.590694036623,277.232254149965
6986,19,2,15,15-Feb-0019 00:00:00,278.291090092213,279.243430326299,277.338749858126
7014,19,3,15,15-Mar-0019 00:00:00,278.629602087307,279.882545741869,277.376658432746
7045,19,4,15,15-Apr-0019 00:00:00,278.866883470869,280.413877135429,277.31988980631
7075,19,5,15,15-May-0019 00:00:00,278.808004402454,280.315054229131,277.300954575778
7106,19,6,15,15-Jun-0019 00:00:00,278.073251814302,278.798654388939,277.347849239665
7136,19,7,15,15-Jul-0019 00:00:00,276.431584137122,275.515491743512,277.347676530732
7167,19,8,15,15-Aug-0019 00:00:00,274.827096374835,272.453044181153,277.201148568517
7198,19,9,15,15-Sep-0019 00:00:00,274.785403859694,272.548966602524,277.021841116864
7228,19,10,15,15-Oct-0019 00:00:00,275.82017622821,274.656056035147,276.984296421273
7259,19,11,15,15-Nov-0019 00:00:00,276.822379705093,276.532949955933,277.111809454254
7289,19,12,15,15-Dec-0019 00:00:00,277.45705373461,277.773235623445,277.140871845774
7320,20,1,15,15-Jan-0020 00:00:00,277.914711158804,278.593931102133,277.235491215475
7351,20,2,15,15-Feb-0020 00:00:00,278.294831101972,279.247171336058,277.342490867885
7380,20,3,15,15-Mar-0020 00:00:00,278.633812342811,279.886755997373,277.38086868825
7411,20,4,15,15-Apr-0020 00:00:00,278.871512443135,280.418506107695,277.324518778576
7441,20,5,15,15-May-0020 00:00:00,278.812994740169,280.320044566846,277.305944913493
7472,20,6,15,15-Jun-0020 00:00:00,278.078541210574,278.803943785211,277.353138635937
7502,20,7,15,15-Jul-0020 00:00:00,276.43710532904,275.52101293543,277.35319772265
7533,20,8,15,15-Aug-0020 00:00:00,274.832777143469,272.458724949787,277.206829337151
7564,20,9,15,15-Sep-0020 00:00:00,274.791167030095,272.554729772925,277.027604287265
7594,20,10,15,15-Oct-0020 00:00:00,275.825939669409,274.661819476346,276.990059862472
7625,20,11,15,15-Nov-0020 00:00:00,276.828056330101,276.538626580941,277.117486079262
7655,20,12,15,15-Dec-0020 00:00:00,277.46255150042,277.778733389256,277.146369611584
7686,21,1,15,15-Jan-0021 00:00:00,277.919933066389,278.599153009718,277.24071312306
7717,21,2,15,15-Feb-0021 00:00:00,278.299675196286,279.252015430372,277.347334962199
7745,21,3,15,15-Mar-0021 00:00:00,278.638171712789,279.891115367351,277.385228058228
7776,21,4,15,15-Apr-0021 00:00:00,278.87527898609,280.42227265065,277.32828532153
7806,21,5,15,15-May-0021 00:00:00,278.816084104516,280.323133931193,277.30903427784
7837,21,6,15,15-Jun-0021 00:00:00,278.080903023161,278.806305597798,277.355500448524
7867,21,7,15,15-Jul-0021 00:00:00,276.438723228748,275.522630835138,277.354815622358
7898,21,8,15,15-Aug-0021 00:00:00,274.833668781212,272.45961658753,277.207720974894
7929,21,9,15,15-Sep-0021 00:00:00,274.791384068822,272.554946811652,277.027821325992
7959,21,10,15,15-Oct-0021 00:00:00,275.825567784099,274.661447591036,276.989687977162
7990,21,11,15,15-Nov-0021 00:00:00,276.82721520777,276.53778545861,277.116644956931
8020,21,12,15,15-Dec-0021 00:00:00,277.461394840115,277.77757672895,277.145212951279
8051,22,1,15,15-Jan-0022 00:00:00,277.91864857919,278.597868522519,277.239428635861
8082,22,2,15,15-Feb-0022 00:00:00,278.298484605308,279.250824839394,277.346144371221
8110,22,3,15,15-Mar-0022 00:00:00,278.637330753178,279.89027440774,277.384387098617
8141,22,4,15,15-Apr-0022 00:00:00,278.875070686821,280.422064351381,277.328077022262
8171,22,5,15,15-May-0022 00:00:00,278.816762576106,280.323812402783,277.30971274943
8202,22,6,15,15-Jun-0022 00:00:00,278.08266500579,278.808067580427,277.357262431153
8232,22,7,15,15-Jul-0022 00:00:00,276.44170784994,275.52561545633,277.35780024355
8263,22,8,15,15-Aug-0022 00:00:00,274.837957555832,272.46390536215,277.212009749514
8294,22,9,15,15-Sep-0022 00:00:00,274.797000899076,272.560563641906,277.033438156246
8324,22,10,15,15-Oct-0022 00:00:00,275.832478959537,274.668358766474,276.9965991526
8355,22,11,15,15-Nov-0022 00:00:00,276.835329405283,276.545899656123,277.124759154444
8385,22,12,15,15-Dec-0022 00:00:00,277.470563123937,277.786745012773,277.154381235101
8416,23,1,15,15-Jan-0023 00:00:00,277.928664400897,278.607884344226,277.249444457568
8447,23,2,15,15-Feb-0023 00:00:00,278.309083803817,279.261424037903,277.35674356973
8475,23,3,15,15-Mar-0023 00:00:00,278.64819155475,279.901135209312,277.395247900189
8506,23,4,15,15-Apr-0023 00:00:00,278.885820003677,280.432813668237,277.338826339117
8536,23,5,15,15-May-0023 00:00:00,278.827047734993,280.33409756167,277.319997908317
8567,23,6,15,15-Jun-0023 00:00:00,278.0922000543,278.817602628937,277.366797479663
8597,23,7,15,15-Jul-0023 00:00:00,276.450274375472,275.534181981862,277.366366769082
8628,23,8,15,15-Aug-0023 00:00:00,274.845404685591,272.471352491909,277.219456879273
8659,23,9,15,15-Sep-0023 00:00:00,274.803245300075,272.566808042905,277.039682557245
8689,23,10,15,15-Oct-0023 00:00:00,275.837504838596,274.673384645533,277.001625031659
8720,23,11,15,15-Nov-0023 00:00:00,276.839188509029,276.549758759869,277.12861825819
8750,23,12,15,15-Dec-0023 00:00:00,277.473374738802,277.789556627637,277.157192849966
8781,24,1,15,15-Jan-0024 00:00:00,277.930615353122,278.609835296451,277.251395409793
8812,24,2,15,15-Feb-0024 00:00:00,278.310428459449,279.262768693535,277.358088225362
8841,24,3,15,15-Mar-0024 00:00:00,278.649251819643,279.902195474205,277.396308165082
8872,24,4,15,15-Apr-0024 00:00:00,278.886980862278,280.433974526838,277.339987197718
8902,24,5,15,15-May-0024 00:00:00,278.828683619285,280.335733445962,277.321633792609
8933,24,6,15,15-Jun-0024 00:00:00,278.094613439018,278.820016013655,277.369210864381
8963,24,7,15,15-Jul-0024 00:00:00,276.45369382739,275.53760143378,277.369786221
8994,24,8,15,15-Aug-0024 00:00:00,274.849984863528,272.475932669846,277.22403705721
9025,24,9,15,15-Sep-0024 00:00:00,274.809066954892,272.572629697722,277.045504212062
9055,24,10,15,15-Oct-0024 00:00:00,275.844574813196,274.680454620133,277.008695006259
9086,24,11,15,15-Nov-0024 00:00:00,276.847439738356,276.558009989196,277.136869487517
9116,24,12,15,15-Dec-0024 00:00:00,277.482666249844,277.79884813868,277.166484361008
9147,25,1,15,15-Jan-0025 00:00:00,277.94073226491,278.619952208239,277.261512321581
9178,25,2,15,15-Feb-0025 00:00:00,278.321081983055,279.273422217141,277.368741748968
9206,25,3,15,15-Mar-0025 00:00:00,278.660079258181,279.913022912743,277.40713560362
9237,25,4,15,15-Apr-0025 00:00:00,278.897548490017,280.444542154577,277.350554825457
9267,25,5,15,15-May-0025 00:00:00,278.838561256412,280.345611083089,277.331511429736
9298,25,6,15,15-Jun-0025 00:00:00,278.103455393376,278.828857968013,277.378052818739
9328,25,7,15,15-Jul-0025 00:00:00,276.461243067772,275.545150674162,277.377335461382
9359,25,8,15,15-Aug-0025 00:00:00,274.856073019676,272.482020825994,277.230125213358
9390,25,9,15,15-Sep-0025 00:00:00,274.813614317497,272.577177060327,277.050051574667
9420,25,10,15,15-Oct-0025 00:00:00,275.847590333898,274.683470140835,277.011710526961
9451,25,11,15,15-Nov-0025 00:00:00,276.849021029745,276.559591280585,277.138450778906
